Band	Timecode	Sprecher	Transkript	Übersetzung	Hauptüberschrift	Zwischenüberschrift	Hauptüberschrift (Übersetzung)	Zwischenüberschrift (Übersetzung)	Registerverknüpfungen	Anmerkungen	Anmerkungen (Übersetzung)
6	00:03:30.23	IP_JA	Ja, in meiner Wohnung – wir haben die eingerichtet, wir fingen an, einzurichten, 1941.								
6	00:03:36.12	INT_AKE	Hm								
6	00:03:37.03	IP_JA	Im Dezember bekamen wir den Bezugsschein, 1941 fingen wir dann an – mein Mann war ja nicht da, der kam erst 19 Monate später, 1942 in Urlaub.								
6	00:03:47.07	INT_AKE	Hm								
6	00:03:48.18	IP_JA	Und in dieser nachfolgenden Zeit war an der Wohnung sehr viel zu machen.								
6	00:03:53.22	INT_AKE	Ja, das haben Sie, glaub' ich, auch schon 'mal teilweise erzählt								
6	00:03:55.00	IP_JA	Ja.								
6	00:03:55.22	INT_AKE	Also w... was ich jetzt gerne wissen wollte, wä... – war, ähm, was Sie für technische Haushaltsgeräte gehabt haben								
6	00:03:56.01	IP_JA	Mit meinem Onkel hab' ich auch ...								
6	00:04:03.02	IP_JA	An und für sich gar keine.								
6	00:04:04.18	INT_AKE	Also keine Waschmaschine?								
6	00:04:06.03	IP_JA	Nein, nein.								
6	00:04:07.09	IP_JA	Das war – hab' ich ja alles noch mit der Hand gemacht, und Waschmaschine haben wir hier erst 1957 war die erste Waschmaschine, die ich hatte.								
6	00:04:09.18	INT_AKE	Hm.								
6	00:04:16.20	INT_AKE	Ach so, hm								
6	00:04:18.00	IP_JA	Ich hab' bis dahin immer noch mit der Hand gewaschen, und als der Paul geboren wurde, sogar noch auf dem Waschbrett und dann im Kochkessel die Wäsche auf 'm Herd gemacht wie mei... meine Eltern.								
6	00:04:25.02	INT_AKE	Hm.								
6	00:04:30.22	INT_AKE	Hm								
6	00:04:31.13	IP_JA	Wir waren ja auch, das haben wir erzählt, bis vor 13 Jahren – jetzt zu rechnen 13 Jahren – immer noch mit den Möbeln eingerichtet, die wir so [räuspert sich] überall zusammengeholt hatten, preiswert gekauft hatten, die irgendwo abgegeben wurden, damit haben wir uns immer noch begnügt.								
6	00:04:40.08	INT_AKE	Hm, (???)								
6	00:04:43.20	INT_AKE	Hm.								
6	00:04:52.03	INT_AKE	Ja, hm								
6	00:04:53.00	IP_JA	Nur um keine Schulden zu haben und damit den Kindern nichts abging.								
6	00:04:54.22	INT_AKE	Hm.								
6	00:04:58.06	INT_AKE	Hm								
6	00:04:58.13	IP_JA	Also die Kinder haben auch bei geringem Einkommen, unsere drei Kinder brauchten auf nichts zu verzichten.								
6	00:05:07.10	INT_AKE	Hm.								
6	00:05:08.14	INT_AKE	Wer hat denn bei Ihnen das Geld verwaltet?								
6	00:05:09.22	IP_JA	[räuspert sich]								
6	00:05:11.19	IP_JA	Wa...								
6	00:05:12.01	IP_JA	Zwischen uns beiden?								
6	00:05:12.16	INT_AKE	Bei Ihnen beiden jetzt, ja								
6	00:05:14.02	IP_JA	[räuspert sich]								
6	00:05:14.11	IP_JA	Ja, ja.								
6	00:05:15.05	IP_JA	Verwaltung – bei uns ist es 'ne Vertrauenssache.								
6	00:05:18.05	INT_AKE	Hm								
6	00:05:18.07	IP_JA	Weil das ja mit dem Geschäft auch in Verbindung steht.								
6	00:05:22.13	IP_JA	Ich entnehme und sag' meinem Mann, was ich genommen habe.								
6	00:05:25.20	IP_JA	Und mit dem Geld kann ich machen, was ich für notwendig erachte, und alles andere erledigt mein Mann.								
6	00:05:28.10	INT_AKE	Hm.								
6	00:05:34.05	INT_AKE	Also es gibt nicht so irgend'nen festen Betrag, den Sie 'mal gekriegt haben, oder so?								
6	00:05:36.15	IP_EHEMANN	Nein.								
6	00:05:37.01	IP_JA	Nein. [räuspert sich]								
6	00:05:38.04	INT_AKE	Also auch noch nie so gewesen (???)								
6	00:05:39.04	IP_JA	Nein.								
6	00:05:40.10	IP_JA	Auch nicht früher, als mein Mann noch nicht ...								
6	00:05:41.13	INT_AKE	Hm								
6	00:05:42.07	IP_EHEMANN	Das 'ne, das 'ne Sache des Vertrauens.								
6	00:05:44.00	IP_EHEMANN	Ich, ich hab' von Anfang an das Vertrauen zu meiner Frau gehabt, dass die nicht einen einzigen Pfennig unterbaut, wie man so schön sagt.								
6	00:05:47.18	IP_JA	[schnäuzt]								
6	00:05:50.02	INT_AKE	Hm								
6	00:05:51.10	IP_EHEMANN	Also Geldangelegenheiten, da haben wir uns noch nie gestritten.								
6	00:05:53.18	IP_EHEMANN	Das Einzige, was wir heute machen, (???) meine Frau heute noch sagt:								
6	00:05:57.06	IP_EHEMANN	„Ja, ich hab' da so 'mal 50 Mark aus der Kasse rausgenommen“, dann schreib' ich die ein.								
6	00:05:59.22	INT_AKE	Hm								
6	00:06:01.15	IP_EHEMANN	Dann kommt am Ende des Monats meinetwegen 800, 1.000, 1.200 Mark, je nach dem (???)								
6	00:06:06.18	INT_AKE	Hm								
6	00:06:08.12	IP_EHEMANN	Da weiß ich also, wir haben in dem Monat 1.200 Mark entnommen.								
6	00:06:11.06	INT_AKE	Hm								
6	00:06:11.17	IP_EHEMANN	[laut] Was das im Einzelnen war, interessiert nicht.								
6	00:06:14.12	INT_AKE	Das also das wissen Sie auch nicht mehr so								
6	00:06:14.13	IP_JA	(???)								
6	00:06:15.02	IP_EHEMANN	Ja.								
6	00:06:15.22	IP_JA	Ja.								
6	00:06:16.10	IP_JA	Und bei uns ist ja auch, äh, äh, noch eine Sache, dass mein Mann sehr viel einkauft.								
6	00:06:16.16	INT_AKE	Es gibt ...								
6	00:06:21.22	INT_AKE	Hm								
6	00:06:22.14	IP_JA	Der geht und kauft die Lebensmittel, das ist aber auch damit begründet, eben durch meine augenblickliche Anfälligkeit.								
6	00:06:28.08	INT_AKE	Hm.								
6	00:06:29.04	INT_AKE	Nee, ich meinte das jetzt auch eher so auf 'n Zeitraum von vor 20 Jahren oder so bezogen								
6	00:06:33.06	INT_AKE	Also auf die 50er Jahre bezogen								
6	00:06:33.14	IP_JA	Nein, immer.								
6	00:06:35.07	IP_JA	Das ...								
6	00:06:35.15	INT_AKE	(???)								
6	00:06:36.09	IP_JA	Ja, da haben – war immer der, äh ...								
6	00:06:38.22	INT_AKE	Der (Modus ?) (???), dass Sie sich sozusagen genommen haben, was Sie brauchten?								
6	00:06:42.06	IP_JA	Ja, ja, und was da war.								
6	00:06:43.17	INT_AKE	Und was, was (???)								
6	00:06:44.10	IP_JA	Er verdiente ja nur 60 Mark die Woche.								
6	00:06:46.20	IP_EHEMANN	Ja, die 60 Mark, die hab' ich dann abgegeben. [betont]								
6	00:06:48.24	IP_EHEMANN	Voll und ganz.								
6	00:06:50.09	IP_JA	Und die wurden dann genau aufgeschlüsselt für Miete, Licht, alles Mögliche, und da blieb uns nicht mehr, und daher rührt wahrscheinlich auch ein Sprichwort:								
6	00:06:50.19	INT_AKE	Hm.								
6	00:06:54.18	INT_AKE	Ah so.								
6	00:06:57.23	INT_AKE	Hm								
6	00:07:02.06	IP_JA	„Adelheit hat Supp' gekocht die ganze Woche auf einem Knochen.“								
6	00:07:05.22	INT_AKE	Hm								
6	00:07:07.04	IP_JA	Tatsächlich, es gab bei uns wenig Fleisch, und für die Kinder wohl alles, was an, an Nährmitteln notwendig war, weil die auch …								
6	00:07:17.10	IP_JA	Unser Paul war, war (???) sehr viel krank, und da musste tatsächlich bei mir auch die Kopfrechenmaschine (???)								
6	00:07:26.00	INT_AKE	Hm								
6	00:07:26.05	IP_EHEMANN	Also ab 63 ging 's dann natürlich erheblich besser.								
6	00:07:28.20	INT_AKE	Hm								
6	00:07:28.22	IP_JA	Sicher, da kamst du ja auch schon aus allem raus, ne.								
6	00:07:30.00	IP_EHEMANN	(???)								
6	00:07:31.23	INT_AKE	Hm.								
6	00:07:33.02	INT_AKE	Na, also ich, ich meinte, das geht so auf 50er Jahre zu, aber das ist nie so gewesen, dass das Haushaltsgeld richtig zugeteilt wurde, sondern ...								
6	00:07:35.14	IP_JA	Hm.								
6	00:07:39.16	IP_JA	Nein.								
6	00:07:39.23	IP_EHEMANN	(Nö nö ?)								
6	00:07:41.02	IP_JA	Ja, mein Mann kam ja erst Dezember 49 zurück, wir können ja immer erst von 50 an unser Leben ...								
6	00:07:43.18	INT_AKE	Hm.								
6	00:07:48.12	INT_AKE	Das gemeinsame Leben (???)								
6	00:07:49.06	IP_JA	Ja, genau, genau.								
6	00:07:50.09	IP_EHEMANN	Genau, genau.								
6	00:07:51.04	IP_JA	Und da fingen wir ja beide mit nichts an.								
6	00:07:53.03	INT_AKE	Hm								
6	00:07:53.07	IP_JA	Mit Null, ne.								
6	00:07:54.05	INT_AKE	Ja								
6	00:07:54.12	IP_JA	Außer das, was ich bei Feilgenhauer verdient habe, und da hab' ich ja gearbeitet bis drei Wochen vor der Niederkunft.								
6	00:07:57.07	INT_AKE	Hm.								
6	00:08:01.23	INT_AKE	Hm[kurze Pause]								
6	00:08:04.03	IP_JA	Also so nötig haben wir das Geld gehabt, ne.								
6	00:08:04.07	IP_EHEMANN	Ja, ich hab' auch keine Ahnung (???) mit, mit (Denken ?) und so weiter.								
6	00:08:08.00	INT_AKE	Hm								
6	00:08:08.05	IP_EHEMANN	Das, was ich an Wochenlohn bekommen hatte, hat meine Frau bekommen, und das, was ich, sagen wir 'mal, als ich Kommissionen ausgefahren hatte in Westfalen, kaum anderthalb Jahr hab' ich das gemacht, bis dann meine (jetzige Berufsstelle ?) übernommen habe, ähm, hab' ich so dann auch bisschen Trinkgeld bekommen.								
6	00:08:10.14	IP_JA	Ja.								
6	00:08:16.06	INT_AKE	Hm								
6	00:08:22.12	IP_JA	Trinkgeld								
6	00:08:24.06	INT_AKE	Hm								
6	00:08:24.12	IP_EHEMANN	Und davon, nicht wahr, das hab' ich dann für mich behalten, dass ich mir dann paar Zigaretten von gekauft hab', (getrunken ?) hab' ich nicht.								
6	00:08:29.17	IP_JA	Sogar Geschenke für die Kinder und so.								
6	00:08:30.00	INT_AKE	Hm								
6	00:08:31.13	IP_EHEMANN	Ja ja ja.								
6	00:08:32.08	INT_AKE	Ja								
6	00:08:32.09	IP_JA	Oder dann hatte mein Mann so 'ne kleine Stahlkassette (für sich ?)								
6	00:08:35.18	INT_AKE	Hm.								
6	00:08:37.05	INT_AKE	Ähm, aber so die Hausarbeit selber, haben Sie die, haben Sie da Schwierigkeiten gehabt, sich daran zu gewöhnen, also 'n Haushalt mit zunehmend mehr Personen zu führen, auch als Ihr Mann dann zurückgekommen ist?								
6	00:08:48.16	IP_JA	Nein, gar nicht.								
6	00:08:49.17	IP_JA	Denn ich hab' Ihnen ja auch gesagt, dass ich immer tätig war – ich habe, wenn auch (???) in größerem Maße gearbeitet, ne, aber ich bin ja nie außer Kraft gewesen.								
6	00:08:52.15	INT_AKE	Hm.								
6	00:08:56.22	INT_AKE	Hm.								
6	00:09:00.24	INT_AKE	Hm								
6	00:09:01.11	IP_JA	Und dann mag ja auch 'n Grund dabei spielen, dass meine Eltern mir irgendwie immer Vorbild waren.								
6	00:09:09.22	INT_AKE	Hm								
6	00:09:10.02	IP_JA	Und wir haben ja auch täglich Kontakt mit den Eltern gehabt, das stelle man sich vor.								
6	00:09:14.16	IP_JA	Ich bin jeden Tag hatten – war meine Mutter bei uns, und da haben wir immer durch Ratschläge oder Hinweise und dieses								
6	00:09:16.00	INT_AKE	Sind Sie (???)								
6	00:09:23.02	INT_AKE	Hm								
6	00:09:23.18	IP_JA	Und die hab' ich mir zueigen gemacht, ne.								
6	00:09:25.22	INT_AKE	Hm								
6	00:09:27.03	IP_JA	Denn es ist ja schwer, mit wenig Geld zu wirtschaften und trotzdem 'was auf den Tisch zu bringen als mit viel Geld, was manchmal gar nicht, äh, möglich ist, mit vielem Geld können manche auch nicht umgehen, ne.								
6	00:09:35.14	INT_AKE	Hm								
6	00:09:41.24	IP_JA	Da kommt nicht das auf den Tisch, was andere mit wenig Geld haben.								
6	00:09:44.15	INT_AKE	Hm								
6	00:09:45.18	IP_JA	Und das muss ich wohl mir ehrlich zugestehen, dass ich da immer das Richtige gemacht hab'.								
6	00:09:51.18	INT_AKE	Hm.								
6	00:09:52.15	INT_AKE	Und die Erziehung der Kinder, wer hat die (???)								
6	00:09:55.14	IP_JA	Ich glaub', wir waren beide dran beteiligt, ne								
6	00:09:58.05	IP_EHEMANN	Oh nein, in erster Linie hast du 's gemacht.								
6	00:10:00.10	IP_JA	Ja, aber weil mein Mann ja auch zuhause war.								
6	00:10:02.21	IP_JA	Es gab ja bei uns nicht die Teilung, die, äh, die ein anderer Beruf mit sich bringt, dass der Vater morgens ganz [Klappern von Geschirr] raus geht, mein Mann ist ja viele Tage im Hause.								
6	00:10:03.16	INT_AKE	Hm.								
6	00:10:14.12	INT_AKE	Ja, aber das gilt ja eigentlich dann erst für die Zeit ab, ab 63, ne?								
6	00:10:18.10	IP_JA	Nein, sieben... 57, als wir hier einzogen.								
6	00:10:18.20	INT_AKE	(???)								
6	00:10:20.22	INT_AKE	Ja, hm								
6	00:10:22.12	IP_JA	Und da ist ja auch Willi geboren.								
6	00:10:23.23	INT_AKE	Hm								
6	00:10:24.16	IP_JA	Also 56 sind wir eingezogen, und 57 wurde Willi geboren.								
6	00:10:29.05	IP_JA	Ich will sagen, wir sind beide ...								
6	00:10:30.18	IP_EHEMANN	Ah, nee, die Hauptaufgabe hat doch die Frau (???)								
6	00:10:34.15	IP_EHEMANN	Ich würde sagen, ich, ich habe versucht, meinen Kindern nicht nur Vater, sondern auch Kamerad zu sein.								
6	00:10:41.16	IP_EHEMANN	Und auf dieser Basis hab' ich mich mit meinen Kindern (???)								
6	00:10:46.00	INT_AKE	Hm								
6	00:10:47.11	IP_EHEMANN	Ob es in letzter Konsequenz etwas genützt hat, ich weiß es nicht, denn ich kann 's nicht sagen.								
6	00:10:55.15	INT_AKE	Ja, aber Sie haben ja praktisch, sagen wir 'mal, durch, durch Ihre Beru..., durch Ihren Beruf mehr Zeit als andere Väter im Vergleich gehabt, Ihre Kinder zu erleben, sagen wir 'mal, ne?								
6	00:11:00.18	IP_JA	Hm.								
6	00:11:01.15	IP_JA	Ja ja, viel aus... ausgegangen.								
6	00:11:04.06	IP_JA	Genau, genau.								
6	00:11:05.07	INT_AKE	(???), hm								
6	00:11:05.20	IP_JA	Viel rausgegangen mit den Kindern, wenn ich, weil ich ja auch so viel krank war.								
6	00:11:10.18	INT_AKE	Hm								
6	00:11:11.14	IP_JA	Dann ist mein Mann mit den Kindern rausgegangen.								
6	00:11:13.20	INT_AKE	Hm								
6	00:11:14.00	IP_JA	Meine Mutter hat praktisch die Kinder mit aufgezogen.								
6	00:11:18.02	IP_EHEMANN	Ja, die ist auch in den Urlaub gefahren mit den Kindern. [extrem leise]								
6	00:11:20.06	IP_EHEMANN	(Ich und ?) meine Frau nicht, sie ist dann zuhause geblieben, da sie nicht wollte oder nicht konnte, ich kann 's (???)								
6	00:11:20.07	INT_AKE	Hm.								
6	00:11:22.20	INT_AKE	Hm.								
6	00:11:27.11	INT_AKE	Hm								
6	00:11:28.05	IP_EHEMANN	[extrem leise] (???) vor allen Dingen mit dem Sohn (???)								
6	00:11:31.07	INT_AKE	Hm.								
6	00:11:34.18	INT_AKE	Hat Ihnen Ihre Mutter, zudem sie jeden Tag gekommen ist, hat die Ihnen bei der Hausarbeit nur mit Rat geholfen oder auch mit Tat? [amüsiert]								
6	00:11:39.10	IP_JA	Nein.								
6	00:11:41.04	IP_JA	Bis mit… – nachmittags war alles fertig.								
6	00:11:41.13	INT_AKE	(???) gesundheitlichen Zustand, hm								
6	00:11:44.02	IP_JA	Nachmittags war bei uns immer alles fertig.								
6	00:11:46.08	IP_JA	Die Mutter hat mir die Kinder abgenommen, die ist mit denen hier in Park gegangen, und, äh, sodass ich dann, weil ich ja immer noch genäht und gestrickt habe, das hab' ich dann in der Zeit gemacht.								
6	00:11:49.05	INT_AKE	Ja.								
6	00:11:50.22	INT_AKE	Hm.								
6	00:11:57.24	INT_AKE	Das haben Sie dann nachmittags gemacht?								
6	00:11:59.01	IP_JA	Das hab' ich dann nachmittags gemacht.								
6	00:12:00.07	INT_AKE	Hm.								
6	00:12:00.20	INT_AKE	Aber so die Hausarbeit wie, wie Putzen oder Kochen wurde also morgens erledigt und ...								
6	00:12:02.13	IP_JA	Morgens.								
6	00:12:05.00	IP_JA	Allerdings, äh, ich war ja auch viel gehandikapt durch die Krankheit meines Sohnes Paul, und da blieb natürlich auch manches, was wir dann abends noch gemacht haben.								
6	00:12:11.01	INT_AKE	Hm.								
6	00:12:15.15	INT_AKE	Hm								
6	00:12:16.02	IP_JA	Dann waren wir froh, wenn die Kinder im Bett waren, dann hab' ich manchmal noch abends geputzt, ne.								
6	00:12:19.08	IP_EHEMANN	Ja, richtig, abends – hast du viel abends gemacht.								
6	00:12:19.21	INT_AKE	Hm								
6	00:12:22.04	IP_JA	Und wir haben ja keine Haushaltsmaschinen gehabt.								
6	00:12:25.16	IP_JA	Ich hab' praktisch alles mit meiner Hand gemacht, mit meinen Händen.								
6	00:12:27.17	INT_AKE	Hm								
6	00:12:28.15	IP_JA	Wir hatten erst viel später kriegten wir die, die Bohnermaschine.								
6	00:12:34.15	IP_JA	Das war das erste, was wir kriegten, ne?								
6	00:12:37.00	IP_JA	Und dann ...								
6	00:12:37.02	IP_EHEMANN	[lachend] Weißt du noch die Brotmaschine?								
6	00:12:38.10	IP_JA	Ja.								
6	00:12:39.18	IP_EHEMANN	Hand... Handbetrieb								
6	00:12:41.05	IP_JA	Alles noch bis heute.								
6	00:12:42.16	IP_JA	Die hat alles (???)								
6	00:12:42.18	INT_AKE	Ach, so 'ne Brotmaschine, so ...								
6	00:12:43.22	IP_EHEMANN	Genau (???)								
6	00:12:43.23	IP_JA	Ja ja, die hab' ich heute noch, ne.								
6	00:12:44.14	INT_AKE	Ja ja								
6	00:12:45.01	IP_EHEMANN	(Die haben wir ?) heute noch.								
6	00:12:46.00	INT_AKE	Ja, schneiden auch besser als die anderen [amüsiert]								
6	00:12:46.15	IP_JA	Also, äh, diese, diese, äh, mech... mechanischen, äh, Haushaltsgeräte und so, die haben wir erst später gekriegt.								
6	00:12:54.05	INT_AKE	Hm								
6	00:12:54.12	IP_EHEMANN	Es kommen nachher noch Bohnermaschine und Staubsauger.								
6	00:12:56.04	IP_JA	Ja.								
6	00:12:57.05	IP_JA	Und heute haben wir nur den Hoover – nur.								
6	00:13:00.04	INT_AKE	Staubsauger, hm								
6	00:13:01.07	IP_EHEMANN	Den Eisschrank, das weiß ich ja ganz genau, da war zur der Zeit, als Willi geboren war, da war das so 'n ...								
6	00:13:03.15	IP_JA	57.								
6	00:13:05.04	IP_JA	Ja, 1957.								
6	00:13:06.12	INT_AKE	Ach so, da gab 's 'ne Waschmaschine, dann gab 's 'n Kühlschrank und den ...								
6	00:13:08.00	IP_JA	Und den Kühlschrank, weil das notwendig war, der Sommer war so heiß, und während ich, äh, im Krankenhaus das Kind zur Welt brachte, äh, ist meinem Mann in der Kühlkiste, die hatten wir so unter der Fensterbank, ne, so 'ne Vorratskiste, da sind dann die Margarine und alles weggelaufen, ne.								
6	00:13:09.07	IP_EHEMANN	Ja.								
6	00:13:21.06	INT_AKE	Hm.								
6	00:13:25.24	INT_AKE	Hm								
6	00:13:26.14	IP_JA	Und da hat er gesagt:								
6	00:13:27.12	IP_JA	„So, und jetzt ist Schluss.“								
6	00:13:28.20	INT_AKE	Hm								
6	00:13:29.08	IP_JA	„Wenn jetzt das Kleine da ist ..."								
6	00:13:29.15	IP_EHEMANN	Ich hab' 'n Freund, der ist jetzt Elektromeister.								
6	00:13:31.18	IP_EHEMANN	Ich sag':								
6	00:13:32.01	IP_EHEMANN	„(Dieter ?), jetzt ist Feierabend.“								
6	00:13:33.06	IP_JA	Da haben wir den Linde gekriegt.								
6	00:13:33.11	INT_AKE	Hm								
6	00:13:34.08	IP_EHEMANN	Da sind wir nach Essen gefahren und haben das Ding [lachend] sofort mitgebracht, angeschlossen, und seit der Zeit hatten wir 'n Kühlschrank, da war aber kein Gefrierfach oben drauf, ne.								
6	00:13:35.16	IP_JA	Ja.								
6	00:13:39.14	IP_JA	Ja.								
6	00:13:41.24	INT_AKE	Hm								
6	00:13:42.23	IP_EHEMANN	Kein Gefrierfach, nur ein reiner, reiner, reiner Kühlschrank (???) besonders schön groß.								
6	00:13:45.20	INT_AKE	Hm, (???)								
6	00:13:47.22	IP_JA	Ja, aber war schön groß und war eben für die Familie ausreichend, ne.								
6	00:13:51.08	INT_AKE	Hm								
6	00:13:51.16	IP_JA	Ich glaub', 130 Liter, ne?								
6	00:13:53.01	IP_EHEMANN	Ja ja.								
6	00:13:54.00	INT_AKE	(???) Vorrat								
6	00:13:55.01	IP_JA	Ja. [kurze Pause]								
6	00:13:58.10	INT_AKE	'Was anderes, was ich noch fragen wollte, ist:								
6	00:13:59.23	INT_AKE	Wenn Sie die Nachbarschaft, die Sie erzählt haben jetzt, von der Sie berichtet haben für die Zeit der Weimarer Republik, ähm, wenn Sie die mit der heute vergleichen [kurze Pause] oder auch mit der in den 50er Jahren vergleichen								
6	00:14:10.16	IP_JA	Ach, das ist überhaupt ...								
6	00:14:12.10	IP_JA	Ja.								
6	00:14:13.06	IP_JA	Ist überhaupt kein Vergleich mit.								
6	00:14:16.00	IP_JA	Also wir sind hier mit den Leuten eingezogen 1956.								
6	00:14:22.03	IP_JA	Da haben mein Mann und ich uns bemüht von Anfang an, 'ne gute, verständige Hausgemeinschaft zu erzielen.								
6	00:14:25.18	INT_AKE	Hm								
6	00:14:31.16	IP_JA	Ich hab' die Frauen hier zu uns eingeladen, nachdem alle eingezogen waren, das war, glaub' ich, um die Weihnachtszeit, und hab' denen klar gemacht, dass, äh, sie ja jetzt so 'n schönes Haus mitbezogen hätten, und dass es auch an ihnen liegt, dass wir das schöne Haus behalten.								
6	00:14:34.02	INT_AKE	Hm.								
